,Tit_pag,link_pag
1289,foto_disertacion-publica_sergio,http://mydes.izt.uam.mx/wp-content/uploads/2021/08/foto_disertacion-publica_sergio.pdf
1290,foto_disertacion-publica_ekhine,http://mydes.izt.uam.mx/wp-content/uploads/2021/08/foto_disertacion-publica_ekhine.pdf
1291,Galería Actividades  ,http://mydes.izt.uam.mx/eventos-mydes/
1292,"Precios de dumping en el comercio de algunos productos agrícolas entre México y Estados Unidos, 2000-2016",https://www.academiajournals.com/s/CHETU046GonzalezGuzman-Pretium-V10N1-2021-1-9.pdf
1293,Ver libro,http://148.206.32.30/mydes/wp-content/uploads/2021/03/Libro_La-elecci%C3%B3n-federal-de-2018-en-M%C3%A9xico_PP-2.pdf
1294,2020,http://mydes.izt.uam.mx/eventos-mydes#2020-1
1295,Colaboración y Movilidad,http://mydes.izt.uam.mx/colaboracion-y-movilidad/
1296,Movilidad de los alumnos de la Maestría en Estudios Sociales a otras instituciones,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/movilidad_alumnos-enweb.pdf
1297,Movilidad de los alumnos del Doctorado en Estudios Sociales a otras instituciones,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/Movilidad-MyDES-a-Otras-IES-23-07-pag.pdf
1298,Movilidad de alumnos de otras IES,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/otras-ies_pag_3007.pdf
1299,Registro de estancias posdoctorales,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/posdoc_pag_3007.pdf
1300,Convenio de colaboración entra la UAM-I y el CISE-Coahuila,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/convenio_colab_CISE_Coah.pdf
1301,Convenio UAM y el Fondo Sectorial para la Educación (FSIE) SEP-CONACyT para realizar el proyecto: Los Universitarios frente al cambio: Reforma educativa y proyecto social. Una perspectiva regional,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/convenio_los_universitarios.pdf
1302,Contrato de colaboración externa con la Organización Internacional del Trabajo (OIT) para realizar el proyecto: Estudios sobre las condiciones de trabajo en las plataformas digitales para la contratación de servicios de mensajería y entregas a domicilio en Argentina,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/convenio_OIT-.pdf
1303,Convenio UAM y el Fondo Sectorial de Investigación en Salud y Seguridad Social SS/IMSS/ISSSTE-CONACyT para la realizar el proyecto: Interacción gen-ambiente en el desarrollo de labio y paladar hendido en pacientes mexicanos. Un estudio de familias,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/convenio_COSISS.pdf
1304,Convenio con la Comisión Nacional de Salarios Mínimos para colaborar en la Comisión consultiva para la recuperación gradual y sostenida de los salarios mínimos generales y profesionales,http://mydes.izt.uam.mx/wp-content/uploads/2021/07/colab_Conasami.pdf
1305,Convenio multilateral de creación de la Red de estudios y políticas culturales (CLACSO/OEI/UAM-I/UARCIS/UPR-RP/UNSAM/UPCP),http://mydes.izt.uam.mx/wp-content/uploads/2021/07/convenio-multilateral.pdf
1306,Revistas y sitios de interés,http://mydes.izt.uam.mx/revistas-y-sitios-de-interes/
1307,Avisos,http://mydes.izt.uam.mx/category/avisos/
1308,Semáforo epidemiológico,http://mydes.izt.uam.mx/2021/09/26/semaforo-epidemiologico/
1309,www.comunicacionsocial.uam.mx/covid-19/informacion/protocolo-sanitario-COVID-19-26-jun-20.pdf,http://www.comunicacionsocial.uam.mx/covid-19/informacion/protocolo-sanitario-COVID-19-26-jun-20.pdf
1310,mydes,http://mydes.izt.uam.mx/author/mydes/
1311,Premio a la Docencia,http://mydes.izt.uam.mx/2021/09/06/premio-a-la-docencia/
1312,Becas para cursos de idiomas,http://mydes.izt.uam.mx/2021/08/13/convocatorias-curso-de-idiomas/
1313,Comunicados durante la contingencia sanitaria,http://mydes.izt.uam.mx/2021/06/16/comunicados-durante-la-contingencia-sanitaria/
1314,Comunicado MyDES,http://148.206.32.30/mydes/wp-content/uploads/2020/03/Comunicado_MyDES.pdf
1315,Actividades MyDES,http://mydes.izt.uam.mx/category/eventos-mydes/
1316,"El proceso electoral de 2021: instituciones, actores y procesos.",http://mydes.izt.uam.mx/2021/09/19/el-proceso-electoral-de-2021-instituciones-actores-y-procesos/
1317,Alitzel Popoca,http://mydes.izt.uam.mx/author/alitzel/
1318,SEMINARIO DE ECONOMIA SOCIAL 2021,http://mydes.izt.uam.mx/2021/09/16/seminario-de-economia-social-2021/
1319,Semana de economía,http://mydes.izt.uam.mx/2021/09/13/semana-de-economia/
1320,Seminario Economía y Naturaleza,http://mydes.izt.uam.mx/2021/09/10/seminario-economia-y-naturaleza/
1321,Publicaciones Profesores,http://mydes.izt.uam.mx/category/publicaciones-profesores/
1322,Libros: novedades MyDES,http://mydes.izt.uam.mx/2021/08/19/presentacion-libro/
1323,Ver libro completo ,http://sgpwe.izt.uam.mx/pages/egt/publicaciones/libros/Libro_Configuraciones_Serv2021.pdf?fbclid=IwAR0jIiWzZ89bi4xT7Wu5KVWDqwU3SDhhqM-dDBne2YRcSyeoXjNBx3owaAU
1324,Jocabed Sánchez,http://mydes.izt.uam.mx/author/jocabed/
1325,Publicaciones profesores,http://mydes.izt.uam.mx/2021/08/16/publicaciones-profesores/
1326,Publicaciones Estudiantes,http://mydes.izt.uam.mx/category/publicaciones-estudiantes/
1327,Nota de remesas,http://mydes.izt.uam.mx/2021/09/06/nota-de-remesas/
1328,Ver documento,http://mydes.izt.uam.mx/wp-content/uploads/2021/09/Nota-de-remesas_9_2021.pdf
1329,Publicaciones de Alumnos,http://mydes.izt.uam.mx/2021/08/13/publicar/
1330,Convocatoria de Movilidad Virtual Nacional e Internacional para Alumnas(os) de la UAM de Posgrado 2021,http://mydes.izt.uam.mx/2021/09/02/convocatoria-de-movilidad-virtual-nacional-e-internacional-para-alumnasos-de-la-uam-de-posgrado-2021/
1331,Convocatoria-de-Movilidad-Virtual-de-Posgrado-2021,http://mydes.izt.uam.mx/wp-content/uploads/2021/09/Convocatoria-de-Movilidad-Virtual-de-Posgrado-2021.pdf
1332,18-ago-21,http://mydes.izt.uam.mx/2021/08/18/primer-coloquio-internacional-de-la-red-mexicana-de-estudios-institucionales/
1333,Cuarto Coloquio Nacional sobre Modelos educativos,http://mydes.izt.uam.mx/2021/08/18/cuarto-coloquio-nacional-sobre-modelos-educativos/
1334,4° Semana nacional de las Ciencias Sociales,http://mydes.izt.uam.mx/2021/09/29/4-semana-nacional-de-las-ciencias-sociales/
1335,A la comunidad universitaria; A la opinión pública,http://mydes.izt.uam.mx/2021/09/28/a-la-comunidad-universitaria-a-la-opinion-publica/
1336,Conferencia central por el Dr. Mario Barbosa Cruz,http://mydes.izt.uam.mx/2021/09/22/conferencia-central-por-el-dr-mario-barbosa-cruz/
1337,2,http://mydes.izt.uam.mx/page/2/
1338,3,http://mydes.izt.uam.mx/page/3/
1339,40,http://mydes.izt.uam.mx/page/40/
1340,TESIUAMI,http://tesiuami.izt.uam.mx/uam/default.php
1341,Lineamientos Divisionales,http://dcsh.izt.uam.mx/posgrados/humanidades/lineamientos-divisionales/
1342,ASPIRANTES ACEPTADOS 2021,http://dcsh.izt.uam.mx/posgrados/humanidades/resultados2021/
1343,View Fullscreen,http://dcsh.izt.uam.mx/posgrados/humanidades/wp-content/plugins/pdf-poster/pdfjs/web/viewer.php?file=http://dcsh.izt.uam.mx/posgrados/humanidades/wp-content/uploads/2020/05/Aceptados-Doctorado-2021.pdf&download=true&print=false&openfile=false
1344,Presentación Línea de Filosofía Moral y Política,http://dcsh.izt.uam.mx/posgrados/humanidades/presentacion-5/
1345,UEAS Línea de Filosofía Moral y Política,http://dcsh.izt.uam.mx/posgrados/humanidades/ueas-5/
1346,Programa de Estudios,http://dcsh.izt.uam.mx/posgrados/humanidades/humanidades/descargas_doc/U_E_A/Plan%20de%20estudios%20El%20concepto%20de%20lo%20politico.pdf
1347,Publicaciones Línea de Filosofía Moral y Política,http://dcsh.izt.uam.mx/posgrados/humanidades/publicaciones-5/
1348,Presentación Línea de Historia,http://dcsh.izt.uam.mx/posgrados/humanidades/presentacion-4/
1349,UEAS Línea de Historia,http://dcsh.izt.uam.mx/posgrados/humanidades/ueas-4/
1350,Publicaciones Línea de Historia,http://dcsh.izt.uam.mx/posgrados/humanidades/publicaciones-4/
1351,Presentación Línea de Filosofía de las Ciencia y del Lenguaje,http://dcsh.izt.uam.mx/posgrados/humanidades/presentacion-3/
1352,UEAS Línea de Filosofía de las Ciencia y del Lenguaje,http://dcsh.izt.uam.mx/posgrados/humanidades/ueas-3/
1353,Publicaciones Línea de Filosofía de las Ciencia y del Lenguaje,http://dcsh.izt.uam.mx/posgrados/humanidades/publicaciones-3/
1354,Presentación Línea de Lingüística,http://dcsh.izt.uam.mx/posgrados/humanidades/presentacion-2/
1355,UEAS Línea de Lingüística,http://dcsh.izt.uam.mx/posgrados/humanidades/ueas-2/
1356,Publicaciones Lingüística,http://dcsh.izt.uam.mx/posgrados/humanidades/publicaciones-2/
1357,Presentación Línea Teoría Literaria,http://dcsh.izt.uam.mx/posgrados/humanidades/presentacion/
1358,UEAS Teoría Literaria,http://dcsh.izt.uam.mx/posgrados/humanidades/ueas/
1359,Publicaciones Línea Teoría Literaria,http://dcsh.izt.uam.mx/posgrados/humanidades/publicaciones/
1360,Presentación Filología Medieval…,http://dcsh.izt.uam.mx/posgrados/humanidades/presentacion-6/
1361,UEAS Filología Medieval…,http://dcsh.izt.uam.mx/posgrados/humanidades/ueas-6/
1362,Publicaciones Filología Medieval…,http://dcsh.izt.uam.mx/posgrados/humanidades/publicaciones-6/
1363,Planta Académica,http://dcsh.izt.uam.mx/posgrados/humanidades/planta-academica/
1364,"“Cambiar el mundo o regenerar la nación? El zapatismo, la cuarta transformación y el camino hacia adelante""",http://www.elcotidianoenlinea.com.mx/pdf/21413.pdf
1365, http://philosophiascientiae.free.fr/vol2/bolanos.pdf,http://philosophiascientiae.free.fr/vol2/bolanos.pdf
1366,Generaciones,http://dcsh.izt.uam.mx/posgrados/humanidades/generaciones/
1367,Monto de cuotas,http://dcsh.izt.uam.mx/posgrados/humanidades/monto-de-cuotas/
1368,Legislación Universitaria,http://dcsh.izt.uam.mx/posgrados/humanidades/legislacion-uam/
1369,Reglamentos y normativas,http://dcsh.izt.uam.mx/posgrados/humanidades/reglamentos-y-normativas/
1370,Exámenes Filosofía Moral y Política,http://dcsh.izt.uam.mx/posgrados/humanidades/examenes-filosofia-moral-y-politica/
1371,Exámenes Historia,http://dcsh.izt.uam.mx/posgrados/humanidades/examenes-historia/
1372,Exámenes Filosofía de las Ciencias y el Lenguaje,http://dcsh.izt.uam.mx/posgrados/humanidades/examenes-filosofia-de-las-ciencias-y-el-lenguaje/
1373,Exámenes Lingüística,http://dcsh.izt.uam.mx/posgrados/humanidades/examenes-linguistica/
1374,Exámenes Teoría Literaria,http://dcsh.izt.uam.mx/posgrados/humanidades/examenes-teoria-literaria/
1375,Exámenes Filología Medieval,http://dcsh.izt.uam.mx/posgrados/humanidades/examenes-filologia-medieval/
1376,Egresados,http://dcsh.izt.uam.mx/posgrados/humanidades/egresados/
1377,Eventos académicos,http://dcsh.izt.uam.mx/posgrados/humanidades/eventos-de-lineas/
1378,"Convocatorias de congresos, diplomados y talleres",http://dcsh.izt.uam.mx/posgrados/humanidades/conv-congresos-diplo-tall/
1379,Dra. María del Refugio Pérez Paredes.,http://dcsh.izt.uam.mx/posgrados/humanidades/contacto/
1380,Calendario de admisión,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/calendario-admision/
1381,Requisitos de ingreso a Maestría,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/requisitos-de-ingreso-a-maestria/
1382,Requisitos de ingreso a Doctorado,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/requisitos-de-ingreso-a-doctorado/
1383,Documentos a entregar – Sistemas Escolares,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/documentos-sistemas-escolares/
1384,Documentos a entregar – Coordinación Posgrado,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/documentos-coordinacion-de-posgrado/
1385,Becas y cuotas vigentes,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/becas-y-cuotas-vigentes/
1386,Objetivos de la Maestría,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/objetivos-maestria/
1387,Perfil de ingreso,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/perfil-de-ingreso/
1388,Perfil de egreso,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/perfil-de-egreso-2/
1389,Objetivos del Doctorado,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/objetivos-maestria-2/
1390,Comité Académico de Posgrado,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/comite-academico-de-posgrado/
1391,Planta Académica del Posgrado,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/plantaacademicadelposgrado/
1392,Repositorio publicaciones,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/repositoriopublicaciones/
1393,Inscritos y egresados,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/inscritosyegresados/
1394,Repositorio de Tesis (ICR) por generaciones,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/repositorio/
1395,Cuando un virus nos recluyó en casa,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/2020-cuando-un-virus-nos-recluyo-en-casa/
1396,posgradopsicologiasocialuami@gmail.com,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/contacto/
1397,Reinscripción,http://www.cseuami.org/index.php/reinscripcion-posgrado
1398,Reposición de Credencial,http://www.cseuami.org/index.php/reposicion-credencial-posgrado
1399,Incorporación al IMSS,http://www.cseuami.org/index.php/seguro-posgrado
1400,Baja Definitiva,http://www.cseuami.org/index.php/baja-definitiva-posgrado
1401,General,http://www.cseuami.org/index.php/estadisticas-posgrado#general
1402, acerca del Dr. Leopoldo García Colin-Scherer,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-leopoldo-garcia-colin-scherer
1403,acerca del Dr. Fernando del Río Haza,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-fernando-del-rio-haza
1404,acerca del Dr. Ernesto Alejandro Zamora Lacomba,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-ernesto-alejandro-lacomba-zamora
1405,acerca de la Dra. Ana María Francisca Vivier Jegoux,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dra-ana-maria-vivier-jegoux
1406,acerca del Dr. Eduardo Piña Garza,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/pd-dr-eduardo-pina-garza
1407,acerca del Dr. José Ricardo Gómez Romero,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-jose-ricardo-gomez-romero
1408,acerca del Dr. Richard Gordon Wilson Roberts,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-richard-gordon-wilson-roberts
1409,acerca del Dr. Antonio Campero Celis,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-antonio-campero-celis
1410,acerca del Dr. Jesús Álvarez Calderón,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-jesus-alvarez-calderon
1411,acerca del Dr. José Luis Gázquez Mateos,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-jose-luis-gazquez-mateos
1412,acerca del Dra. Rosa María Velasco Belmont,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dra-rosa-maria-velasco-belmont
1413,acerca del Dr. Eliezer Braun Guitler,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-eliezer-braun-guitler
1414,acerca de la Dra. Gretchen Terri TLapidus Lavine,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dra-gretchen-terri-lapidus-lavine
1415,acerca de la Dr. Luis Verde Star,https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos/dr-luis-verde-star
1416,Centro Nacional de Investigación en Imagenología e Instrumentación Médica,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/cim
1417,Laboratorio de supercómputo y visualización en paralelo,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/lab-supercomputo
1418,Laboratorio de nanotecnología e ingeniería molecular,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/lab-nanotecnologia
1419,Laboratorio de Sistemas Fotovoltaicos,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/laboratorio-de-energia-fotovoltaica
1420,Laboratorio de Óptica Cuántica,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/lab-optica-cuantica
1421,Laboratorio de Biofísica,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/lab-biofisica
1422,Laboratorio de Microscopía Electrónica,https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales/laboratorio-de-microscopia-electronica
1423,Preguntas frecuentes para someter a publicación una obra en la DCBI,https://libroscbi.izt.uam.mx/index.php/lcbi/PregFrec
1424,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/lineamientos/publicaciones/LineamientosPoliticaEditorialAprobados-S590.pdf,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/lineamientos/publicaciones/LineamientosPoliticaEditorialAprobados-S590.pdf
1425,Búsqueda y Exploración Estocástica,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=50
1426,Hidrología Urbana,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=51
1427,La Ingeniería Biomédica y el Sector Salud,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=52
1428,Introducción a la Elasticidad,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=53
1429,Mathematica Escencial,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=54
1430,Medidas e Integrales,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=55
1431,Protección Radiológica,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=56
1432,Revista de Ingeniería Química,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=57
1433,Las Señales en la Instrumentación Biomédica,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=58
1434,Paquete Computacional de Simulación Monte Carlo,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=59
1435,Taller de Modelado,https://cbi.izt.uam.mx/index.php/investigacion/publicaciones?amp;view=article&id=60
1436,Programa de Formación Docente de CBI,https://cbi.izt.uam.mx/index.php/comunidad/academicos/p-formacion-docente
1437,"	Print",https://cbi.izt.uam.mx/index.php/comunidad/alumnos-nuevo-ingreso?tmpl=component&print=1
1438,Coordinadores,https://cbi.izt.uam.mx/coddaa/index.php/home/directorio#coordinadores-de-licenciatura
1439,"

Inicio

 ",https://cbi.izt.uam.mx/consejo_divisional/index.php
1440,"

Miembros

",https://cbi.izt.uam.mx/consejo_divisional/index.php/home/miembros
1441,"

Histórico del Premio a la Docencia

",https://cbi.izt.uam.mx/consejo_divisional/index.php/home/historico-premio-docencia
1442,"

Histórico de Beca al Reconocimiento de la Carrera Docente

",https://cbi.izt.uam.mx/consejo_divisional/index.php/home/beca-carrera-docente
1443,"

Disposiciones

",https://cbi.izt.uam.mx/consejo_divisional/index.php/disposiciones-generales
1444,"

Documentos

 ",https://cbi.izt.uam.mx/consejo_divisional/index.php/documentos
1445,"

Actas aprobadas por el Consejo Divisional

",https://cbi.izt.uam.mx/consejo_divisional/index.php/2018
1446,"Acta 597, 22 de enero de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-597-22-de-enero-de-2021.pdf
1447,"Acta 598, 29 de enero de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-598-29-de-enero-de-2021.pdf
1448,"Acta 599, 29 de enero de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-599-29-de-enero-de-2021.pdf
1449,"Acta 600, 18 de febrero de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-600-18-de-febrero-de-2021.pdf
1450,"Acta 601, 8 de marzo de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-601-8-de-marzo-de-2021.pdf
1451,"Acta 602, 15 de abril de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-602-de-abril-de-2021.pdf
1452,"Acta 603, 15 de abril de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-603-15-de-abril-de-2021.pdf
1453,"Acta 604, 19 de abril de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-604-19-de-abril-de-2021.pdf
1454,"Acta 605, 21 de mayo de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-605-21-de-mayo-de-2021.pdf
1455,"Acta 606, 4 de junio de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-606-4-de-junio-de-2021.pdf
1456,"Acta 607, 15 de junio de 2021",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2021/actas2021/Acta-607-15-de-junio-de-2021.pdf
1457,"Acta 596, 15 de diciembre de 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta-596-15-de-diciembre-de-2021.pdf
1458,"Acta 595, 15 de diciembre de 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta-595-15-de-diciembre-de-2020.pdf
1459,"Acta 594, 15 de diciembre de 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta-594-15-de-diciembre-de-2020.pdf
1460,"Acta 593, 16 de noviembre de 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta-593-16-de-noviembre-de-2020.pdf
1461,"Acta 592, 28 de octubre 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta592-28oct2020.pdf
1462,"Acta 591, 20 de octubre 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta591-20oct2020.pdf
1463,"Acta 590, 24 de septiembre 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta590-24sep2020.pdf
1464,"Acta 589, 2 de julio 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta589-2-julio2020.pdf
1465,"Acta 588, 16 de junio 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta588-16junio2020.pdf
1466,"Acta 587, 5 de junio 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta587-5junio2020.pdf
1467,"Acta 586, 29 de mayo 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta586-29mayo2020.pdf
1468,"Acta 585, 12 de marzo 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta585-12marzo2020.pdf
1469,"Acta 584, 20 de febrero 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2020/Actas2020/Acta584-20febrero2020.pdf
1470,"Acta 583, 24 de enero 2020",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2020/Acta583-24ene2020.pdf
1471,"Acta 582, 26 de Noviembre 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2019/Acta582-26nov2019.pdf
1472,"Acta 581, 23 de Octubre 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta581-23octubre2019.pdf
1473,"Acta 580, 26 de Septiembre 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta580.pdf
1474,"Acta 579, 25 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta579.pdf
1475,"Acta 578, 17 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta578.pdf
1476,"Acta 577, 17 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta577.pdf
1477,"Acta 576, 17 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta576.pdf
1478,"Acta 575, 11 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta575-11julio2019.pdf
1479,"Acta 574, 3 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta574.pdf
1480,"Acta 573, 3 de Julio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta573.pdf
1481,"Acta 572, 21 de Junio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta572.pdf
1482,"Acta 571, 17 de Junio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta571.pdf
1483,"Acta 570, 7 de Junio 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta570.pdf
1484,"Acta 566, 24 de Enero 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta566-24Enero2019Aprobada.pdf
1485,"Acta 567, 13 de Mayo 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta567-13Mayo2019Aprobada.pdf
1486,"Acta 568, 29 de Mayo 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta568-29Mayo2019Aprobada.pdf
1487,"Acta 569, 29 de Mayo 2019",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/2019/ActasAnuales2019/Acta569-29Mayo2019Aprobada.pdf
1488,"Acta 550, 23 de Enero 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta550.pdf
1489,"Acta 551, 22 de Febrero 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta551.pdf
1490,"Acta 552, 5 de Abril 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta552.pdf
1491,"Acta 553, 11 de Abril 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta553.pdf
1492,"Acta 554, 11 de Abril 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta554.pdf
1493,"Acta 555, 30 de Mayo 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta555.pdf
1494,"Acta 556, 12 de Junio 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta556.pdf
1495,"Acta 557, 26 de Junio 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-557-26-junio-2018-APROBADA.pdf 
1496,"Acta 558, 12 de Julio 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-558-12-julio-2018-APROBADA.pdf 
1497,"Acta 559, 12 de Julio 2018        ",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-559-12-julio-2018-APROBADA.pdf
1498,"Acta 560, 26 de Julio 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-560.-26-de-julio-de-2018.-Aprobada-en-la-S566.pdf
1499,"Acta 561, 31 de Julio 2018",https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-561.-31-de-julio-de-2019.-aprobada-en-la-S566.pdf
